sku	name	original_codes	description	applications	image_url
RV0231.2004	VELA DE IGNIO - GM2.4L	1584123/580056947	VELA DE IGNIO - GM2.4L. Aplicado em GM2.4L - HYSTER H70FT / YALE 070VX. Componente essencial no sistema de ignio, garantindo a partida eficiente e o funcionamento adequado do motor.	GM2.4L - HYSTER H70FT / YALE 070VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738657/rv02312004n1_mejpin.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738599/rv02312004_bnbg3r.png"""
RV0231.2005	VELA DE IGNIO - GM4.3L	580075019/1641492	VELA DE IGNIO - GM4.3L. Aplicado em GM4.3L - HYSTER H155XL. Componente essencial no sistema de ignio, garantindo a partida eficiente e o funcionamento adequado do motor.	GM4.3L - HYSTER H155XL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738652/rv02312005n1_jkeyxv.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738487/rv02312005_fbnyrj.png"""
RV0231.2006	VELA DE IGNIO - K21/K125	22401-FU42A/22401-FU412	VELA DE IGNIO - K21/K125. Aplicado em MQUINAS COM MOTOR NISSAN K21/K25. Componente essencial no sistema de ignio, garantindo a partida eficiente e o funcionamento adequado do motor.	MÁQUINAS COM MOTOR NISSAN K21/K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738651/rv02312006n1_cx7lax.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738478/rv02312006_mztilw.png"""
RV0231.2003	VELA DE IGNIO - MAZDA 2.0/2.2 - TOYOTA 4Y - NISSAN K21/K25 - MITSUBIHSI 4G63/4G64 *NGK*	1361837/505960535/2318078/22401-W8914/22401W8914/90919-01954-71/9001A98004/90919-01950-71	VELA DE IGNIO - MAZDA 2.0/2.2 - TOYOTA 4Y - NISSAN K21/K25 - MITSUBIHSI 4G63/4G64 *NGK*. Aplicado em MAZDA 2.0L / MAZDA 2.2L / OPALA 4CC / MITSUBISHI 4G64 / STILL CLX25. Componente essencial no sistema de ignio, garantindo a partida eficiente e o funcionamento adequado do motor.	MAZDA 2.0L / MAZDA 2.2L / OPALA 4CC / MITSUBISHI 4G64 / STILL CLX25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738639/rv02312003n1_xdlgrc.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738537/rv02312003_nldhpu.png"""
RV0231.2008	VELA DE IGNIO - PSI2.4L - NGK 5692 DCPR8E-N	4110030/582041114	VELA DE IGNIO - PSI2.4L - NGK 5692 DCPR8E-N. Aplicado em MOTOR PSI2.4L. Componente essencial no sistema de ignio, garantindo a partida eficiente e o funcionamento adequado do motor.	MOTOR PSI2.4L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738640/rv02312008n1_xdozxy.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738468/rv02312008_v50drz.jpg"""
RV0233.3181	JUNTA DA BOMBA HIDRAULICA TOYOTA	67121-20540-71	JUNTA DA BOMBA HIDRAULICA TOYOTA. Aplicado em TOYOTA 8FG10-30. Essencial para vedação eficiente em componentes automotivos e industriais.	TOYOTA 8FG10-30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738668/rv02333181_sivjbc.jpg"""
RV0433.3020	JUNTA DA TAMPA DE VÁLVULA MAZDA FE 2.0 / F2 2.2L	1360886/901290811	JUNTA DA TAMPA DE VÁLVULA MAZDA FE 2.0 / F2 2.2L. Aplicado em HYSTER H60FT - YALE GLP060VX. Essencial para vedação eficiente em componentes automotivos e industriais.	HYSTER H60FT - YALE GLP060VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739622/rv04333020_dtfzzc.png"""
RV0433.3069	JUNTA DA TAMPA DE VÁLVULAS MITSUBISHI 4G63/4G64 2.4L	918319/MD130494	JUNTA DA TAMPA DE VÁLVULAS MITSUBISHI 4G63/4G64 2.4L. Aplicado em CLARK C25L / C30L / CGP25L / CGP30L / CMP20L / CMP25L / CMP30L. Essencial para vedação eficiente em componentes automotivos e industriais.	CLARK C25L / C30L / CGP25L / CGP30L / CMP20L / CMP25L / CMP30L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739631/rv04333069_zt48w6.png"""
RV0433.3071	JUNTA DA TAMPA DE VÁLVULAS TOYOTA 4Y / WANFENG 491	11213-76010-71/112137601071/11213-71020-71/112137102071	JUNTA DA TAMPA DE VÁLVULAS TOYOTA 4Y / WANFENG 491. Aplicado em TOYOTA 8FG25. Essencial para vedação eficiente em componentes automotivos e industriais.	TOYOTA 8FG25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739632/rv04333071_mqnj4q.png"""
RV0433.3072	JUNTA DA TAMPA DE VÁLVULAS NISSAN K25	13270-FY50A/13270FY50A/91H20-00430	JUNTA DA TAMPA DE VÁLVULAS NISSAN K25. Essencial para vedação eficiente em componentes automotivos e industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739639/rv04333072_sfo043.png"""
RV0233.3173	JUNTA DA TAMPA DE VÁLVULA NISSAN H20 / H25 - PRETO / AZUL	13270-E3400/13270-32200/13270-36700	JUNTA DA TAMPA DE VÁLVULA NISSAN H20 / H25 - PRETO / AZUL. Aplicado em EMPILHADEIRA NISSAN KOMATSU T11 / TCM MOTOR AZUL H20 2.0 8V | EMPILHADEIRA NISSAN KOMATSU T12 / TCM MOTOR PRETO H20-II 2.0 8V. Essencial para vedação eficiente em componentes automotivos e industriais.	EMPILHADEIRA NISSAN KOMATSU T11 / TCM MOTOR AZUL H20 2.0 8V | EMPILHADEIRA NISSAN KOMATSU T12 / TCM MOTOR PRETO H20-II 2.0 8V	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738673/rv02333173_wyokau.jpg"""
RV0433.3178	JUNTA DA TAMPA DE VÁLVULAS PSI2.4L	4111673/582041407	JUNTA DA TAMPA DE VÁLVULAS PSI2.4L. Aplicado em HYSTER H40XT, H50XT, H60XT / HYSTER H40-50-55-60-70FT (PSI2.4L). Essencial para vedação eficiente em componentes automotivos e industriais.	HYSTER H40XT, H50XT, H60XT / HYSTER H40-50-55-60-70FT (PSI2.4L)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739645/rv04333178_x143f0.png"""
RV0233.3029	JUNTA COLETOR DE ESCAPE / ADMISSO NISSAN K21/K25	14035-FY500	JUNTA COLETOR DE ESCAPE / ADMISSO NISSAN K21/K25. Aplicado em MQUINAS COM MOTOR NISSAN K21/K25. Essencial para vedao eficiente em componentes automotivos e industriais.	MÁQUINAS COM MOTOR NISSAN K21/K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738247/rv02333029_jbmupl.png"""
RV0233.3030	JUNTA COLETOR DE ESCAPE / ADMISO NISSAN H20 AZUL	14035-00H00	JUNTA COLETOR DE ESCAPE / ADMISO NISSAN H20 AZUL. Aplicado em MQUINAS COM MOTOR NISSAN H20 AZUL. Essencial para vedao eficiente em componentes automotivos e industriais.	MÁQUINAS COM MOTOR NISSAN H20 AZUL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738503/rv02333030_yrzm4p.png"""
RV0233.3031	JUNTA COLETOR DE ESCAPE / ADMISSO NISSAN H20 PRETO	14035-50K00	JUNTA COLETOR DE ESCAPE / ADMISSO NISSAN H20 PRETO. Aplicado em MQUINAS COM MOTOR NISSAN H20 PRETO. Essencial para vedao eficiente em componentes automotivos e industriais.	MÁQUINAS COM MOTOR NISSAN H20 PRETO	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738509/rv02333031_yiu645.png"""
RV0233.3032	JUNTA COLETOR DE ESCAPE GM4.3L	1398024/1539274	JUNTA COLETOR DE ESCAPE GM4.3L. Aplicado em MÁQUINAS COM MOTOR GM4.3L. Essencial para vedação eficiente em componentes automotivos e industriais.	MÁQUINAS COM MOTOR GM4.3L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738522/rv02333032_ny3cc4.png"""
RV0233.3033	JUNTA DO COLETOR ADMISSO MITSUBISHI 4G64	MD183533	JUNTA DO COLETOR ADMISSO MITSUBISHI 4G64. Aplicado em MOTOR MITSUBISHI 4G63/4G64. Essencial para vedao eficiente em componentes automotivos e industriais.	MOTOR MITSUBISHI 4G63/4G64	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738430/rv02333033_eqm3ga.png"""
RV0233.3034	JUNTA DO COLETOR DE ADMISSO MAZDA 2.0/2.2L	1361742/1553776	JUNTA DO COLETOR DE ADMISSO MAZDA 2.0/2.2L. Aplicado em MOTOR MAZDA 2.0L / 2.2L. Essencial para vedao eficiente em componentes automotivos e industriais.	MOTOR MAZDA 2.0L / 2.2L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738431/rv02333034_ib5wyv.png"""
RV0233.3090	JUNTA DO COLETOR ADMISSO MITSUBISHI 4G64	MD183533	JUNTA DO COLETOR ADMISSO MITSUBISHI 4G64. Aplicado em MOTOR MITSUBISHI 4G63/4G64. Essencial para vedao eficiente em componentes automotivos e industriais.	MOTOR MITSUBISHI 4G63/4G64	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738472/rv02333090_vzchjm.png"""
RV0433.3091	JUNTA DO COLETOR ESCAPE MITSUBISHI 4G64	MD190962	JUNTA DO COLETOR ESCAPE MITSUBISHI 4G64. Aplicado em MOTOR MITSUBISHI 4G63/4G64. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR MITSUBISHI 4G63/4G64	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739636/rv04333091_hqemvg.png"""
RV0433.3035	JUNTA DO COLETOR ESCAPE / ADMISSO TOYOTA 4Y	17172-76009-71/17172-23320-71	JUNTA DO COLETOR ESCAPE / ADMISSO TOYOTA 4Y. Aplicado em TOYOTA 4Y - 8FG25 / 8FG10~30. Essencial para vedao eficiente em componentes automotivos e industriais.	TOYOTA 4Y - 8FG25 / 8FG10~30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739627/rv04333035_pbnvns.png"""
RV0433.3001	JOGO DE JUNTAS COMPLETO 4Y TAKAO	TY/04111-20230-71	JOGO DE JUNTAS COMPLETO 4Y TAKAO. Aplicado em MOTOR TOYOTA 4Y. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR TOYOTA 4Y	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739632/rv04333001_h1eylw.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739610/rv04333001n2_szbaws.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739606/rv04333001n1_jrkipc.jpg"""
RV0433.3147	JOGO DE JUNTAS COMPLETO 4Y IMPORTADO	TY-04111-20230-71	JOGO DE JUNTAS COMPLETO 4Y IMPORTADO. Aplicado em MOTOR TOYOTA 4Y. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR TOYOTA 4Y	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739645/rv04333147_u2kwtf.webp"""
RV0433.3002	JOGO DE JUNTAS COMPLETO 4G63	MD972030	JOGO DE JUNTAS COMPLETO 4G63. Aplicado em CLARK / CATERPILLAR / MITSUBISHI FG25 **com motor MITSUBISHI 4G63. Essencial para vedação eficiente em componentes automotivos e industriais.	CLARK / CATERPILLAR / MITSUBISHI FG25 **com motor MITSUBISHI 4G63	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739610/rv04333002_fuh7nz.jpg"""
RV0433.3003	JOGO DE JUNTAS COMPLETO 4G64	MD972032/920214	JOGO DE JUNTAS COMPLETO 4G64. Aplicado em MOTOR MITSUBISHI 4G64. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR MITSUBISHI 4G64	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739610/rv04333003_spvi5d.png"""
RV0433.3005	JOGO DE JUNTAS COMPLETO H20 AZUL S - NI-10101-E1027	NI-10101-E1027	JOGO DE JUNTAS COMPLETO H20 AZUL S - NI-10101-E1027. Aplicado em MOTOR NISSAN H20 AZUL. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR NISSAN H20 AZUL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739611/rv04333005_ebmgth.png"""
RV0433.3006	JOGO DE JUNTAS COMPLETO H20 PRETO	NI/10101-50K25	JOGO DE JUNTAS COMPLETO H20 PRETO. Aplicado em MOTOR NISSAN H20 PRETO. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR NISSAN H20 PRETO	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739621/rv04333006_swkmrh.jpg"""
RV0433.3007	JOGO DE JUNTAS COMPLETO K15/21/K25 METAL	10101-FY52K/91H20-00010	JOGO DE JUNTAS COMPLETO K15/21/K25 METAL. Aplicado em MOTOR NISSAN K21 K25. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR NISSAN K21 K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739616/rv04333007_cukam8.jpg"""
RV0433.3098	JOGO DE JUNTAS COMPLETO K21/K25/K30 GRAFITE	10101-FY52K/91H20-00010	JOGO DE JUNTAS COMPLETO K21/K25/K30 GRAFITE. Aplicado em MOTOR NISSAN K21 K25. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR NISSAN K21 K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739637/rv04333098_fxemqx.jpg"""
RV0433.3008	JOGO DE JUNTAS COMPLETO MAZDA 2.0L GRAFITE	HY/1367190	JOGO DE JUNTAS COMPLETO MAZDA 2.0L GRAFITE. Aplicado em MOTOR MAZDA 2 0L. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR MAZDA 2 0L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739616/rv04333008_tysyam.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739616/rv04333008n1_wj4dqk.jpg"""
RV0433.3009	JOGO DE JUNTAS COMPLETO MAZDA 2.2L	HY/2045036	JOGO DE JUNTAS COMPLETO MAZDA 2.2L. Aplicado em MOTOR MAZDA 2 2L. Essencial para vedação eficiente em componentes automotivos e industriais.	MOTOR MAZDA 2 2L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739621/rv04333009_jkvzgo.png"""
RV0433.3021	JUNTA DO CABEÇOTE MAZDA 2.0L TAKAO	1360889/504259762	JUNTA DO CABEÇOTE MAZDA 2.0L TAKAO. Aplicado em HYSTER H1.8TX / H50CT / H50XM / H55XM - YALE GLP050LX / GLP050RL / GLP055RL / GP18AK / GP20AK / GP25RE / GP25RH. Essencial para vedação eficiente em componentes automotivos e industriais.	HYSTER H1.8TX / H50CT / H50XM / H55XM - YALE GLP050LX / GLP050RL / GLP055RL / GP18AK / GP20AK / GP25RE / GP25RH	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739621/rv04333021_lamvnh.png"""
RV0233.3158	JUNTA CABEÇOTE MAZDA 2.2L BASTOS JUNTAS	2045321/504259764/BASTOS/15156707PK	JUNTA CABEÇOTE MAZDA 2.2L BASTOS JUNTAS. Aplicado em HYSTER H50FT / H55FT / H60FT / H60XM - YALE GLP050VX / GLP055VX / GLP060TL / GLP060VX GP30TE / GP30TH. Essencial para vedação eficiente em componentes automotivos e industriais.	HYSTER H50FT / H55FT / H60FT / H60XM - YALE GLP050VX / GLP055VX / GLP060TL / GLP060VX GP30TE / GP30TH	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738667/rv02333158_myvtoy.jpg"""
RV0433.3058	JUNTA DO CABEÇOTE MAZDA 2.2L - TAKAO	2045321/504259764	JUNTA DO CABEÇOTE MAZDA 2.2L - TAKAO. Aplicado em HYSTER H50FT / H55FT / H60FT / H60XM - YALE GLP050VX / GLP055VX / GLP060TL / GLP060VX GP30TE / GP30TH. Essencial para vedação eficiente em componentes automotivos e industriais.	HYSTER H50FT / H55FT / H60FT / H60XM - YALE GLP050VX / GLP055VX / GLP060TL / GLP060VX GP30TE / GP30TH	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739627/rv04333058_y8apai.png"""
RV0433.3057	JUNTA DO CABEÇOTE MITSUBISHI 4G64 - GRAFITE	MD190393/918489	JUNTA DO CABEÇOTE MITSUBISHI 4G64 - GRAFITE. Aplicado em CMP25 I C25l. Essencial para vedação eficiente em componentes automotivos e industriais.	CMP25 I C25l	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739621/rv04333057_sgczlb.jpg"""
RV0433.3059	JUNTA DO CABEÇOTE MITSUBISHI 4G63 - GRAFITE 1,8MM	MD189978/920273	JUNTA DO CABEÇOTE MITSUBISHI 4G63 - GRAFITE 1,8MM. Aplicado em CMP 158 L - Motor 4G63. Essencial para vedação eficiente em componentes automotivos e industriais.	CMP 158 L - Motor 4G63	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739627/rv04333059_bc7uty.jpg"""
RV0433.3067	JUNTA DO CABEÇOTE NISSAN K15/K21/K25 METAL	11044-FU400/11044FU400/91H20-00360	JUNTA DO CABEÇOTE NISSAN K15/K21/K25 METAL. Aplicado em NISSAN K15/K21/K25. Essencial para vedação eficiente em componentes automotivos e industriais.	NISSAN K15/K21/K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739632/rv04333067_fdt6x3.jpg"""
RV0433.3093	JUNTA DO CABEÇOTE NISSAN K15/K21/K25 - GRAFITE 1,7MM	11044-FU400/11044FU400	JUNTA DO CABEÇOTE NISSAN K15/K21/K25 - GRAFITE 1,7MM. Aplicado em NISSAN K15/K21/K25. Essencial para vedação eficiente em componentes automotivos e industriais.	NISSAN K15/K21/K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739637/rv04333093_fviich.jpg"""
RV0433.3094	JUNTA DO CABEÇOTE TOYOTA 4Y / WANFENG 491 GRAFITE	11115-78151-71/11115-UB020/111157815171/11115UB020/11115-78152-71/111157815271	JUNTA DO CABEÇOTE TOYOTA 4Y / WANFENG 491 GRAFITE. Aplicado em TOYOTA 4Y / WANFENG 491. Essencial para vedação eficiente em componentes automotivos e industriais.	TOYOTA 4Y / WANFENG 491	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739637/rv04333094_pcpdsq.png"""
RV0433.3092	JUNTA DO CABEÇOTE PSI2.4L	MD199174/4111676	JUNTA DO CABEÇOTE PSI2.4L. Aplicado em MÁQUINAS COM MOTOR PSI2.4L (HYSTER H40XT, H50XT, H60XT / HYSTER H40-50-55-60-70FT). Essencial para vedação eficiente em componentes automotivos e industriais.	MÁQUINAS COM MOTOR PSI2.4L (HYSTER H40XT, H50XT, H60XT / HYSTER H40-50-55-60-70FT)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739641/rv04333092_xoxars.jpg"""
RV0433.3113	JUNTA CABEÇOTE NISSAN H20II - PRETO	11044-50K00/1104450K00	JUNTA CABEÇOTE NISSAN H20II - PRETO. Aplicado em NISSAN H20II - PRETO. Essencial para vedação eficiente em componentes automotivos e industriais.	NISSAN H20II - PRETO	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739723/rv04333113_pbyosu.png"""
RV0433.3114	JUNTA CABEÇOTE NISSAN H25	11044-60K00/1104460K00	JUNTA CABEÇOTE NISSAN H25. Aplicado em NISSAN H25. Essencial para vedação eficiente em componentes automotivos e industriais.	NISSAN H25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739643/rv04333114_nfpixg.png"""
RV0433.3182	JUNTA CABEÇOTE NISSAN H20 - AZUL	11044-74003/1104474003	JUNTA CABEÇOTE NISSAN H20 - AZUL. Aplicado em H20 - AZUL. Essencial para vedação eficiente em componentes automotivos e industriais.	H20 - AZUL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739716/rv04333182_ivefrl.png"""
RV0424.2226	GUIA DE VALVULA 8X13X50 MOTOR TOYOTA 4Y/WANFENG 491		GUIA DE VALVULA 8X13X50 MOTOR TOYOTA 4Y/WANFENG 491. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	MOTOR TOYOTA 4Y/WANFENG 491	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739564/rv04242226_sqto8u.jpg"""
RV0433.0331	COXIM MEIA LUA - MITSUBISHI 4G64 MD020718		COXIM MEIA LUA - MITSUBISHI 4G64 MD020718. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	MITSUBISHI 4G64	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739582/rv04330331n1_bithxk.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739582/rv04330331_tiryw6.jpg"""
RV0424.1737	RETENTOR DIANTEIRO DO VIRABREQUIM - TOYOTA 4Y / 8FG25		RETENTOR DIANTEIRO DO VIRABREQUIM - TOYOTA 4Y / 8FG25. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	TOYOTA 4Y / 8FG25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739564/rv04241737_vkfxsk.jpg"""
RV0224.1182	KIT SELO D'ÁGUA TOYOTA 4Y		KIT SELO D'ÁGUA TOYOTA 4Y. Aplicado em MOTOR TOYOTA 4Y. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	MOTOR TOYOTA 4Y	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738450/rv02241182_gkzx6c.jpg"""
RV0224.1183	KIT SELO D'ÁGUA MAZDA FE 2.0L/ F2 2.2L		KIT SELO D'ÁGUA MAZDA FE 2.0L/ F2 2.2L. Aplicado em MOTOR MAZDA FE 2.0L / F2 2.2L. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	MOTOR MAZDA FE 2.0L / F2 2.2L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738494/rv02241183_pw1azo.jpg"""
RV0224.1185	KIT SELO D'ÁGUA MITSUBISHI 4G63/4G64	1232491	KIT SELO D'ÁGUA MITSUBISHI 4G63/4G64. Aplicado em MOTOR MITSUBISHI 4G63 / 4G64. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	MOTOR MITSUBISHI 4G63 / 4G64	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738455/rv02241185_lozm99.jpg"""
RV0433.0369	CORRENTE SICRONIZADORA TOYOTA 8FG25 4Y 13506-78151-71	13506-UB020/13506UB020/13506-78151-71/13506-78151-71/1303-20	CORRENTE SICRONIZADORA TOYOTA 8FG25 4Y 13506-78151-71. Aplicado em TOYOTA 8FG25 4Y. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	TOYOTA 8FG25 4Y	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739712/rv04330369_pvfww6.png"""
RV0433.0374	CORRENTE DA BOMBA HID TOYOTA 4Y/5K 7FG SERIES / 8FG (30 elos / 13 lâminas) 13506-78150-71	13506-78150-71/135067815071/13506-UB030/13506UB030/13506UB031/13506-UB031	CORRENTE DA BOMBA HID TOYOTA 4Y/5K 7FG SERIES / 8FG (30 elos / 13 lâminas) 13506-78150-71. Aplicado em TOYOTA 4Y/5K 7FG SERIES / 8FG SERIES. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	TOYOTA 4Y/5K 7FG SERIES / 8FG SERIES	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739597/rv04330374_scs3tz.png"""
RV0433.0375	CORRENTE DA BOMBA HID TOYOTA 4Y/5K 7FG SERIES / 8FG (30 elos / 17 lâminas) 13506-78001-71	13506-78001-71/135067800171/13506-96001/1350696001	CORRENTE DA BOMBA HID TOYOTA 4Y/5K 7FG SERIES / 8FG (30 elos / 17 lâminas) 13506-78001-71. Aplicado em TOYOTA 4Y/5K 7FG SERIES / 8FG SERIES. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	TOYOTA 4Y/5K 7FG SERIES / 8FG SERIES	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739593/rv04330375_zgjikl.png"""
RV0433.0376	CORRENTE DA BOMBA HID NISSAN K21/K25 12352-FU400 (36 elos)	12352-FU400/91H20-01210	CORRENTE DA BOMBA HID NISSAN K21/K25 12352-FU400 (36 elos). Aplicado em NISSAN K21/K25. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	NISSAN K21/K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739593/rv04330376_jt82b4.png"""
RV0433.0377	CORRENTE DA BOMBA HID NISSAN H20 PRETO 12352-00H00	12352-00H00	CORRENTE DA BOMBA HID NISSAN H20 PRETO 12352-00H00. Aplicado em MOTOR NISSAN H20 PRETO / H15/H20-II/H25. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	MOTOR NISSAN H20 PRETO / H15/H20-II/H25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739594/rv04330377_bq3ohw.png"""
RV0433.0606	KIT CORRENTE DISTRIBUICAO MOTOR 4Y 8FG25 4Y		KIT CORRENTE DISTRIBUICAO MOTOR 4Y 8FG25 4Y. Aplicado em TOYOTA 4Y/5K 7FG SERIES / 8FG SERIES. Componente essencial para motores a combustão, garantindo funcionamento e desempenho adequados em ambientes industriais ou automotivos.	TOYOTA 4Y/5K 7FG SERIES / 8FG SERIES	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739605/rv04330606_togf0s.png"""
RV0409.9289	CHAVE DE PARTIDA TOYOTA	57590-23343-71/57590-23333-71	CHAVE DE PARTIDA TOYOTA. Aplicado em TOYOTA 7-8FD/G10-30-6FBR10-18-7FBR10-30. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	TOYOTA 7-8FD/G10-30-6FBR10-18-7FBR10-30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739532/rv04099289_r0cqwv.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739446/rv04099289n1_rrmsnx.png"""
RV0409.3409	CHAVE EMPILHADEIRA DE SETA/LUZ TOYOTA	57440-12470-71/574401247071	CHAVE EMPILHADEIRA DE SETA/LUZ TOYOTA. Aplicado em TOYOTA 8FG25 / 8FG10-30 / 8FD10-30 - SÉRIES. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	TOYOTA 8FG25 / 8FG10-30 / 8FD10-30 - SÉRIES	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739417/rv04093409_kzl02m.png"""
RV0207.3073	CHAVE DE LUZ/TECLA, ON-OFF-ON - 6 TERMINAIS	MARGIRIUS/14203	CHAVE DE LUZ/TECLA, ON-OFF-ON - 6 TERMINAIS. Aplicado em MARGIRIUS 14203 / 15A / 120V~ 6 TERMINAIS. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	MARGIRIUS 14203 / 15A / 120V~ 6 TERMINAIS	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738456/rv02073073_fgnckd.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738517/rv02073073n1_e53hs3.jpg"""
